Map	Speaker	Dialogue
Lorna Shakeup_Event1_Page1	Atlas	But until I see something official, I can't share any details with you.
Lorna Shakeup_Event4_Page1	Hyperion	I'm afraid that's impossible.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Why?
Lorna Shakeup_Event4_Page1	Lorna Faragó	Aren't you his boss or something?
Lorna Shakeup_Event4_Page1	Hyperion	You do understand the gravity of this situation, do you?
Lorna Shakeup_Event4_Page1	Hyperion	Desertion is a crime handled by military courts.
Lorna Shakeup_Event4_Page1	Hyperion	If it comes to light that he helped you in your attempt.
Lorna Shakeup_Event4_Page1	Hyperion	He won't be the only one in trouble.
Lorna Shakeup_Event4_Page1	Lorna Faragó	What do you mean by that?
Lorna Shakeup_Event4_Page1	Hyperion	Your sister knew about this operation.
Lorna Shakeup_Event4_Page1	Hyperion	And as much as it pains me...
Lorna Shakeup_Event4_Page1	Hyperion	There is substantial evidence proving that she was the one who leaked it.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Now hold on a minute.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Are you saying that she sold us out?
Lorna Shakeup_Event4_Page1	Hyperion	It's only a theory.
Lorna Shakeup_Event4_Page1	Hyperion	You can be sure that I will take a deep look into this matter.
Lorna Shakeup_Event4_Page1	Hyperion	But first, we need to deal with the situation at hand.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Right.
Lorna Shakeup_Event4_Page1	Hyperion	Did you tell anybody else about this?
Lorna Shakeup_Event4_Page1	Lorna Faragó	I don't think so.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Wait...
Lorna Shakeup_Event4_Page1	Lorna Faragó	I think I said something to Dorothy.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Sorry.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Daphne, I mean.
Lorna Shakeup_Event4_Page1	Hyperion	I see.
Lorna Shakeup_Event4_Page1	Hyperion	This is bad.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Is she gonna get in trouble because of that?
Lorna Shakeup_Event4_Page1	Hyperion	Very likely.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Shit.
Lorna Shakeup_Event4_Page1	Lorna Faragó	There's got to be something we can do.
Lorna Shakeup_Event4_Page1	Hyperion	There might be a way.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Yeah?
Lorna Shakeup_Event4_Page1	Hyperion	I really don't want to put this on you.
Lorna Shakeup_Event4_Page1	Lorna Faragó	Well, you said it yourself.
Lorna Shakeup_Event4_Page1	Lorna Faragó	If we don't do anything...
Lorna Shakeup_Event4_Page1	Lorna Faragó	We're fucked.
Lorna Shakeup_Event4_Page1	Lorna Faragó	So go ahead...
Lorna Shakeup_Event4_Page1	Lorna Faragó	Tell me.
Lorna Shakeup_Event4_Page2	Atlas	You're kidding me.
Lorna Shakeup_Event4_Page2	Hyperion	I wish I was.
Lorna Shakeup_Event4_Page2	Hyperion	But I'm afraid the situation is far too dire for that.
Lorna Shakeup_Event4_Page2	Atlas	What did you do to her?
Lorna Shakeup_Event4_Page2	Hyperion	I merely explained to her the ramifications of this incident.
Lorna Shakeup_Event4_Page2	Hyperion	On each and everyone of us.
Lorna Shakeup_Event4_Page2	Atlas	Did you mention that the entire thing was your idea, too?
Lorna Shakeup_Event4_Page2	Hyperion	Of course I didn't.
Lorna Shakeup_Event4_Page2	Hyperion	But if you want, I'll go and tell her right now.
Lorna Shakeup_Event4_Page2	Hyperion	I'm sure the interrogators would love to get that out of her, as well.
Lorna Shakeup_Event4_Page2	Atlas	Let me speak to her, then.
Lorna Shakeup_Event4_Page2	Hyperion	You know that's impossible.
Lorna Shakeup_Event4_Page2	Hyperion	I already took a huge risk coming here.
Lorna Shakeup_Event4_Page2	Hyperion	There's no way I'll let you endanger everything.
Lorna Shakeup_Event4_Page2	Atlas	Always looking out for yourself, aren't you?
Lorna Shakeup_Event4_Page2	Hyperion	It's for your sake, too.
Lorna Shakeup_Event4_Page2	Hyperion	And Eury's.
Lorna Shakeup_Event4_Page2	Hyperion	All of us are implied in a serious breach of protocol.
Lorna Shakeup_Event4_Page2	Hyperion	Some might even say...
Lorna Shakeup_Event4_Page2	Hyperion	Treason.
Lorna Shakeup_Event4_Page2	Hyperion	Which is ridiculous, of course.
Lorna Shakeup_Event4_Page2	Hyperion	You were merely investigating a case of attempted desertion within the military.
Lorna Shakeup_Event4_Page2	Hyperion	The person in question being a Corporal named Lorna Faragó, born on the 5th May, 1897.
Lorna Shakeup_Event4_Page2	Hyperion	To confirm your suspicions, you accompanied said Corporal all the way to the checkpoint near the city of Calpoli.
Lorna Shakeup_Event4_Page2	Hyperion	Your investigation was interrupted by two officials of the military.
Lorna Shakeup_Event4_Page2	Hyperion	Obviously they were not aware of your intentions.
Lorna Shakeup_Event4_Page2	Hyperion	So they apprehended both you and Lorna.
Lorna Shakeup_Event4_Page2	Hyperion	In the course of being questioned...
Lorna Shakeup_Event4_Page2	Hyperion	Lorna revealed that she, in fact, intended to desert.
Lorna Shakeup_Event4_Page2	Hyperion	So, even though the military acted too rashly...
Lorna Shakeup_Event4_Page2	Hyperion	They are to be commended on their efforts of keeping their own troops in line.
Lorna Shakeup_Event4_Page2	Hyperion	As a member of EnKAD, I am deeply troubled by the sheer audacity to abandon Ionia in such a cowardly fashion.
Lorna Shakeup_Event4_Page2	Hyperion	However, I also personally believe that this incident can and should be used as an appeal to further consolidate the executive branches of Ionia.
Lorna Shakeup_Event4_Page2	Hyperion	Is that agreeable to you?
Lorna Shakeup_Event4_Page2	Hyperion	Atlas...
Lorna Shakeup_Event4_Page2	Hyperion	She is dead, no matter what.
Lorna Shakeup_Event4_Page2	Hyperion	There's nothing either of us can do to change that.
Lorna Shakeup_Event4_Page2	Hyperion	We took a chance...
Lorna Shakeup_Event4_Page2	Hyperion	And we lost.
Lorna Shakeup_Event4_Page2	Hyperion	Lorna is willing to take the fall for us.
Lorna Shakeup_Event4_Page2	Hyperion	And I know you would do the same for her.
Lorna Shakeup_Event4_Page2	Hyperion	So please, I implore you...
Lorna Shakeup_Event4_Page2	Hyperion	Don't let her sacrifice go in vain.
Galson Alley 1925_Event9_Page1	Eurydice	See?
Galson Alley 1925_Event9_Page1	Eurydice	I told you he'd show up.
Galson Alley 1925_Event9_Page1	Atlas	Orpheus.
Galson Alley 1925_Event9_Page1	Orpheus	Atlas.
Galson Alley 1925_Event9_Page1	Atlas	Eury.
Galson Alley 1925_Event9_Page1	Atlas	I found your message.
Galson Alley 1925_Event9_Page1	Eurydice	Good.
Galson Alley 1925_Event9_Page1	Eurydice	And I'm glad you made it here.
Galson Alley 1925_Event9_Page1	Atlas	I'd rather you skip the bullshit.
Galson Alley 1925_Event9_Page1	Atlas	And explain yourself.
Galson Alley 1925_Event9_Page1	Eurydice	Straight to the point, as always.
Galson Alley 1925_Event9_Page1	Eurydice	But alright.
Galson Alley 1925_Event9_Page1	Eurydice	I have a question for you.
Galson Alley 1925_Event9_Page1	Eurydice	Did Hyperion ever tell you who leaked your trip to the military?
Galson Alley 1925_Event9_Page1	Atlas	I don't see what any of that has to do with it.
Galson Alley 1925_Event9_Page1	Atlas	And to be honest...
Galson Alley 1925_Event9_Page1	Atlas	I think you're stalling.
Galson Alley 1925_Event9_Page1	Eurydice	You really are something else...
Galson Alley 1925_Event9_Page1	Eurydice	It was me.
Galson Alley 1925_Event9_Page1	Atlas	Was it, now?
Galson Alley 1925_Event9_Page1	Eurydice	Not on purpose, of course.
Galson Alley 1925_Event9_Page1	Eurydice	In fact, I just found out a few weeks ago.
Galson Alley 1925_Event9_Page1	Eurydice	And only because Orpheus here told me.
Galson Alley 1925_Event9_Page1	Orpheus	When I read her letter of recommendation...
Galson Alley 1925_Event9_Page1	Orpheus	Two things struck me.
Galson Alley 1925_Event9_Page1	Orpheus	One, her possible involvement in a false flag operation at the Fredrick Dam.
Galson Alley 1925_Event9_Page1	Orpheus	And second, a note regarding a certain Lorna Faragó.
Galson Alley 1925_Event9_Page1	Atlas	What did it say?
Galson Alley 1925_Event9_Page1	Orpheus	A 21-year-old girl, serving in the military.
Galson Alley 1925_Event9_Page1	Orpheus	A trouble-maker.
Galson Alley 1925_Event9_Page1	Orpheus	And a possible defector.
Galson Alley 1925_Event9_Page1	Atlas	What?
Galson Alley 1925_Event9_Page1	Orpheus	It's curious, isn't it?
Galson Alley 1925_Event9_Page1	Orpheus	But it didn't matter.
Galson Alley 1925_Event9_Page1	Orpheus	Fero was very anxious about the thing with that dam.
Galson Alley 1925_Event9_Page1	Orpheus	And since we knew EnKAD couldn't do that without the military...
Galson Alley 1925_Event9_Page1	Orpheus	We made a few inquiries.
Galson Alley 1925_Event9_Page1	Orpheus	And told the military about Lorna, in return.
Galson Alley 1925_Event9_Page1	Orpheus	We put her on the map.
Galson Alley 1925_Event9_Page1	Orpheus	As such, I consider myself responsible for her death.
Galson Alley 1925_Event9_Page1	Orpheus	Even though I didn't know she was Eury's sister...
Galson Alley 1925_Event9_Page1	Orpheus	I played my part.
Galson Alley 1925_Event9_Page1	Eurydice	And so did I.
Galson Alley 1925_Event9_Page1	Eurydice	I've written a lot of letters, just like this one.
Galson Alley 1925_Event9_Page1	Eurydice	I should've known better.
Galson Alley 1925_Event9_Page1	Eurydice	But I trusted Hyperion.
Galson Alley 1925_Event9_Page1	Atlas	You have it with you?
Galson Alley 1925_Event9_Page1	Orpheus	Yup.
Galson Alley 1925_Event9_Page1	Atlas	Let me see it.
Galson Alley 1925_Event9_Page1	Atlas	I'll kill him.
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	What the fuck?
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	Did you hear that?
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	\nr<Kenneth Horvat>Yeah.
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	\nr<Kenneth Horvat>Probably just a warning shot.
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	\nr<Kenneth Horvat>Or not.
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	\nr<Kenneth Horvat>I'll go and check it out.
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	Yo!
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	Everything alright over there?
Cell (Checkpoint)_Event1_Page2	Milovan Nyitrai	Kenny?
Cell (Checkpoint)_Event1_Page2	Cornel Velitchkov	Hold it!
Cell (Checkpoint)_Event2_Page2	Damien Fyodorov	Julius!
Cell (Checkpoint)_Event2_Page2	Damien Fyodorov	Are you alright?
Cell (Checkpoint)_Event2_Page2	Damien Fyodorov	Jesus!
Cell (Checkpoint)_Event2_Page2	Damien Fyodorov	Your hand...
Cell (Checkpoint)_Event2_Page2	Julius Gaston	I'm fine.
Cell (Checkpoint)_Event2_Page2	Julius Gaston	More importantly...
Cell (Checkpoint)_Event2_Page2	Julius Gaston	Are you guys out of your fucking minds!?
Cell (Checkpoint)_Event2_Page2	Damien Fyodorov	I guess we are.
Cell (Checkpoint)_Event2_Page2	Damien Fyodorov	So you're gonna come with us, or what?
Cell (Checkpoint)_Event2_Page2	Julius Gaston	...
Cell (Checkpoint)_Event2_Page2	Julius Gaston	Help me get up, will ya?
Farblein Apartments_Event1_Page1	Kay Nyilas	Good day to you!
Farblein Apartments_Event2_Page2	Tillian	Need to take care of Tanner, first.
Farblein Apartments_Event4_Page1	Tillian	Eury.
Farblein Apartments_Event4_Page1	Eurydice	Hey Tillian.
Farblein Apartments_Event4_Page1	Eurydice	It's been a minute.
Farblein Apartments_Event4_Page1	Tillian	Life is full of surprises, isn't it?
Farblein Apartments_Event4_Page1	Tillian	How is he holding up?
Farblein Apartments_Event4_Page1	Eurydice	Pretty alright, last time I checked.
Farblein Apartments_Event4_Page1	Eurydice	They really pulled a number on him, though.
Farblein Apartments_Event4_Page1	Tillian	Yeah.
Farblein Apartments_Event4_Page1	Eurydice	You're here to see him?
Farblein Apartments_Event4_Page1	Tillian	Yup.
Farblein Apartments_Event4_Page1	Eurydice	Want me to come with you?
Farblein Apartments_Event4_Page1	Tillian	If you won't get in my way.
Farblein Apartments_Event4_Page1	Eurydice	Oh, don't worry.
Farblein Apartments_Event4_Page1	Eurydice	You know how incredibly tactful I am.
Farblein Apartments_Event4_Page1	Tillian	That's precisely what worries me.
Farblein Apartments_Event4_Page1	Tillian	Anyways...
Farblein Apartments_Event4_Page1	Tillian	Let's get it over with.
Farblein Apartments_Event4_Page1	Eurydice	After you.
Farblein Apartments_Event5_Page2	Tillian	Need to take care of Tanner, first.
Farblein Apartments_Event6_Page1	Lorna	Another one, really?
Farblein Apartments_Event6_Page1	Lorna	Well, time's a wasting!
Farblein Apartments_Event6_Page1	Atlas	Don't get your hopes up.
Farblein Apartments_Event6_Page2	Lorna	Whoops!
Farblein Apartments_Event6_Page2	Atlas	Stop right there!
Farblein Apartments_Event6_Page3	Atlas	There's nothing left for us to do here.
First floor_Event3_Page3	Eurydice	That went a lot better than expected.
First floor_Event3_Page3	Tillian	Let's see if he keeps his word.
First floor_Event3_Page4	Tillian	We're finished here.
Tanner Apartment_Event3_Page1	Lorna	Another one, really?
Tanner Apartment_Event3_Page1	Lorna	Well, time's a wasting!
Tanner Apartment_Event3_Page1	Atlas	Don't get your hopes up.
Tanner Apartment_Event3_Page2	Lorna	Whoops!
Tanner Apartment_Event3_Page2	Atlas	Stop right there!
Tanner Apartment_Event3_Page3	Atlas	There's nothing left for us to do here.
Tanner Apartment_Event4_Page3	Daphne	Mind if we come in?
Tanner Apartment_Event4_Page3	Tanner	You've got some guts showing yourself here.
Tanner Apartment_Event4_Page3	Tanner	Close the door behind you, will ya?
Tanner Apartment_Event5_Page1	Louis Tanner	How am I supposed to sell that to Laurits?
Tanner Apartment_Event5_Page1	Tillian Márton	It's up to you, really.
Tanner Apartment_Event5_Page1	Louis Tanner	Hm.
Tanner Apartment_Event5_Page1	Tillian Márton	I'm sure he'll understand that there's no other way.
Tanner Apartment_Event5_Page1	Tillian Márton	Everyone knows what the Ionians, are like, now.
Tanner Apartment_Event5_Page1	Louis Tanner	Can I ask you something?
Tanner Apartment_Event5_Page1	Tillian Márton	Sure.
Tanner Apartment_Event5_Page1	Louis Tanner	You set this up, didn't you?
Tanner Apartment_Event5_Page1	Tillian Márton	You need to be more specific than that.
Tanner Apartment_Event5_Page1	Louis Tanner	The Ionians, I mean.
Tanner Apartment_Event5_Page1	Louis Tanner	You knew they were coming here, all along.
Tanner Apartment_Event5_Page1	Louis Tanner	And you used them to drive us right into Amryn's arms.
Tanner Apartment_Event5_Page1	Tillian Márton	I'm afraid I can't comment on that.
Tanner Apartment_Event5_Page1	Louis Tanner	Of course.
Tanner Apartment_Event5_Page1	Tillian Márton	In any case...
Tanner Apartment_Event5_Page1	Tillian Márton	We can keep you and Faber in power.
Tanner Apartment_Event5_Page1	Tillian Márton	And we're prepared to offer general amnesty to everyone involved.
Tanner Apartment_Event5_Page1	Tillian Márton	But for that to happen...
Tanner Apartment_Event5_Page1	Tillian Márton	You need to cooperate with us.
Tanner Apartment_Event5_Page1	Louis Tanner	And if I don't?
Tanner Apartment_Event5_Page1	Tillian Márton	You'll have a revolution on your hands.
Tanner Apartment_Event5_Page2	Tanner	It was Solka, wasn't it?
Tanner Apartment_Event5_Page2	Atlas	I'm afraid we can't disclose that.
Tanner Apartment_Event5_Page2	Tanner	I should've known.
Tanner Apartment_Event5_Page2	Tanner	Oh well, not like it matters anymore.
Tanner Apartment_Event5_Page2	Tanner	You've spoken to her, then?
Tanner Apartment_Event5_Page2	Atlas	Yes.
Tanner Apartment_Event5_Page2	Tanner	How is she?
Tanner Apartment_Event5_Page2	Atlas	Good, all things considered.
Tanner Apartment_Event5_Page2	Atlas	She's very brave for her age.
Tanner Apartment_Event5_Page2	Tanner	I see.
Tanner Apartment_Event5_Page2	Tanner	How much has she told you?
Tanner Apartment_Event5_Page2	Atlas	It's been a few years...
Tanner Apartment_Event5_Page2	Atlas	So the details are a bit muddy.
Tanner Apartment_Event5_Page2	Atlas	But I think you are aware that this won't dilute the plausibility of her testimony.
Tanner Apartment_Event5_Page2	Tanner	Of course.
Tanner Apartment_Event5_Page2	Tanner	I take it you'll use this to gain leverage on Faber, as well?
Tanner Apartment_Event5_Page2	Atlas	He's the patron of the orphanage.
Tanner Apartment_Event5_Page2	Atlas	There's no way he wasn't aware of it.
Tanner Apartment_Event5_Page2	Tanner	Hmm..
Tanner Apartment_Event5_Page2	Tanner	So, out with it, then.
Tanner Apartment_Event5_Page2	Tanner	What do you want me to do?
Tanner Apartment_Event5_Page2	Atlas	It's pretty simple, really.
Tanner Apartment_Event5_Page2	Atlas	From now on, we don't want any of your men bothering our agents, assets or any member affiliated with the TLF.
Tanner Apartment_Event5_Page2	Tanner	You want them to turn a blind eye?
Tanner Apartment_Event5_Page2	Atlas	As you said it.
Tanner Apartment_Event5_Page2	Atlas	Furthermore, the checkpont is to be reopened immediately and all patrols on the eastern river are to cease.
Tanner Apartment_Event5_Page2	Daphne	Including the deployment of any defensive measures.
Tanner Apartment_Event5_Page2	Tanner	How do you know about this?
Tanner Apartment_Event5_Page2	Daphne	That's not important.
Tanner Apartment_Event5_Page2	Daphne	What matters is that you'll comply.
Tanner Apartment_Event5_Page2	Tanner	This will leave the city nigh on defenseless.
Tanner Apartment_Event5_Page2	Atlas	Whatever the case might be...
Tanner Apartment_Event5_Page2	Atlas	Can you agree to these terms?
Tanner Apartment_Event5_Page2	Tanner	Not like I have a choice.
Tanner Apartment_Event5_Page2	Atlas	I take it you will meet Faber later today?
Tanner Apartment_Event5_Page2	Tanner	After his speech, yes.
Tanner Apartment_Event5_Page2	Tanner	Don't worry, I won't breathe a word of this to him.
Tanner Apartment_Event5_Page2	Tanner	It's in my best interest, as well.
Tanner Apartment_Event5_Page2	Atlas	I'm glad you see it that way, too.
Tanner Apartment_Event5_Page2	Atlas	Alright.
Tanner Apartment_Event5_Page2	Atlas	Just for the sake of completeness...
Tanner Apartment_Event5_Page2	Atlas	Do we need to state what happens if you decide to go back on your word?
Tanner Apartment_Event5_Page2	Tanner	That won't be necessary.
Tanner Apartment_Event5_Page2	Tanner	I'm well aware of your methods.
Tanner Apartment_Event5_Page2	Atlas	Good.
Tanner Apartment_Event5_Page2	Atlas	I think that concludes our negotiations.
Tanner Apartment_Event5_Page2	Atlas	Thank you for your cooperation.
Tanner Apartment_Event5_Page2	Atlas	We'll be in touch.
Tanner Apartment_Event5_Page2	Atlas	Let's go.
Tanner Apartment_Event5_Page3	Tanner	You should go.
Tanner Apartment_Event5_Page4	Tanner	I'm not sure I understand.
Tanner Apartment_Event5_Page4	Tanner	You want me to plan those mines?
Tanner Apartment_Event5_Page4	Atlas	Exactly.
Tanner Apartment_Event5_Page4	Tanner	I fail to see how that serves your purpose.
Tanner Apartment_Event5_Page4	Atlas	Because there is a war at hand.
Tanner Apartment_Event5_Page4	Atlas	And if those waters are safe, you'll have the Ionian Navy right on your doorstep.
Tanner Apartment_Event5_Page4	Tanner	I get that.
Tanner Apartment_Event5_Page4	Tanner	What I don't understand is your angle.
Tanner Apartment_Event5_Page4	Tanner	You've more or less won already.
Tanner Apartment_Event5_Page4	Atlas	That remains to be seen.
Tanner Apartment_Event5_Page4	Tanner	Well, whatever the case...
Tanner Apartment_Event5_Page4	Tanner	I'm guessing Faber won't be against the idea, considering the circumstances.
Tanner Apartment_Event5_Page4	Tanner	So you can consider it done.
Tanner Apartment_Event5_Page4	Atlas	Good.
Tanner Apartment_Event5_Page4	Atlas	There is more.
Tanner Apartment_Event5_Page4	Tanner	What a surprise.
Tanner Apartment_Event5_Page4	Atlas	I'll pay you another visit, later today.
Tanner Apartment_Event5_Page4	Tanner	Are you insane?
Tanner Apartment_Event5_Page4	Atlas	It's necessary, I'm afraid.
Tanner Apartment_Event5_Page4	Atlas	One of my associates will be accompanying me.
Tanner Apartment_Event5_Page4	Tanner	To what end?
Tanner Apartment_Event5_Page4	Atlas	That we're on the same page.
Tanner Apartment_Event5_Page4	Tanner	I don't get it.
Tanner Apartment_Event5_Page4	Atlas	Contrary to what we've discussed here...
Tanner Apartment_Event5_Page4	Atlas	We'll ask you to stop any deployment of the mines.
Tanner Apartment_Event5_Page4	Tanner	Oh!
Tanner Apartment_Event5_Page4	Tanner	So it's like that, hm?
Tanner Apartment_Event5_Page4	Tanner	You're a double agent!
Tanner Apartment_Event5_Page4	Atlas	Whatever you might think.
Tanner Apartment_Event5_Page4	Atlas	This conversation here...
Tanner Apartment_Event5_Page4	Atlas	Never took place.
Tanner Apartment_Event5_Page4	Tanner	Wow.
Tanner Apartment_Event5_Page4	Tanner	You really are something else.
Solka Backroom_Event1_Page1	Unknown	In all things, I believe humans share a desire to speak their minds.
Solka Backroom_Event1_Page1	Unknown	And while it's true that each of us tries to be forgiving...
Solka Backroom_Event1_Page1	Unknown	Certain things are better left unsaid.
Solka Backroom_Event1_Page1	Unknown	Regardless, there comes a time when a man has to open the gates...
Solka Backroom_Event1_Page1	Unknown	And share with the world the things he has done.
Solka Backroom_Event1_Page1	Unknown	For that reason, I have written this letter not only to you, but to everyone.
Solka Backroom_Event1_Page1	Unknown	You may hate or despise me, that is well within your rights.
Solka Backroom_Event1_Page1	Unknown	In fact, I do share your sentiment.
Solka Backroom_Event1_Page1	Unknown	I am an abominable creature.
Solka Backroom_Event1_Page1	Unknown	Or maybe I am just pityable.
Solka Backroom_Event1_Page1	Unknown	That depends on the observer, I guess.
Solka Backroom_Event1_Page1	Unknown	But in the end, I hope that someone at least...
Solka Backroom_Event1_Page1	Unknown	Will take to understand me a bit better.
Solka Backroom_Event1_Page1	Unknown	My name is Arnold Francesco Solka.
Solka Backroom_Event1_Page1	Unknown	And this is my confession.
Thwarton Fields_Event6_Page1	Unknown	READY!
Thwarton Fields_Event6_Page1	Unknown	AIM!
Thwarton Fields_Event6_Page2	Unknown	READY!
Thwarton Fields_Event6_Page2	Unknown	AIM!
Bedroom Gany_Event1_Page1	Daphne	Hey!
Bedroom Gany_Event1_Page1	Daphne	You had us scared there, for a bit.
Bedroom Gany_Event1_Page1	Ganymede	What happened?
Bedroom Gany_Event1_Page1	Daphne	You don't remember?
Bedroom Gany_Event1_Page1	Ganymede	Only bits and pieces.
Bedroom Gany_Event1_Page1	Ganymede	Think I slipped or something.
Bedroom Gany_Event1_Page1	Ganymede	After that, it's just a big blur.
Bedroom Gany_Event1_Page1	Ganymede	How did I get here?
Bedroom Gany_Event1_Page1	Daphne	Atlas.
Bedroom Gany_Event1_Page1	Daphne	You should have seen the look on his face!
Bedroom Gany_Event1_Page1	Daphne	Don't beat yourself up.
Bedroom Gany_Event1_Page1	Daphne	Some people enjoy playing hero, once in a while.
Bedroom Gany_Event1_Page1	Ganymede	Is he out?
Bedroom Gany_Event1_Page1	Daphne	Yeah.
Bedroom Gany_Event1_Page1	Daphne	Having a chat with Mr. Mayor.
Bedroom Gany_Event1_Page1	Ganymede	Okay.
Bedroom Gany_Event1_Page1	Daphne	Speaking of...
Bedroom Gany_Event1_Page1	Daphne	I gotta get going, too.
Bedroom Gany_Event1_Page1	Ganymede	Right.
Bedroom Gany_Event1_Page1	Ganymede	Sorry to keep you away from that.
Bedroom Gany_Event1_Page1	Daphne	No worries!
Bedroom Gany_Event1_Page1	Daphne	It's your first time in Trachi, right?
Bedroom Gany_Event1_Page1	Ganymede	Yeah.
Bedroom Gany_Event1_Page1	Daphne	How about you tag along?
Bedroom Gany_Event1_Page1	Daphne	And I'll give you a lay of the land while we're at it?
Bedroom Gany_Event1_Page1	Daphne	If you don't mind, of course.
Bedroom Gany_Event1_Page1	Ganymede	Sure!
Bedroom Gany_Event1_Page1	Ganymede	And thanks!
Bedroom Gany_Event1_Page1	Daphne	Great!
Bedroom Gany_Event1_Page1	Daphne	There's a bunch of clothes in that drawer over there.
Bedroom Gany_Event1_Page1	Daphne	Unless you prefer to go out as is, of course.
Bedroom Gany_Event1_Page1	Ganymede	!
Bedroom Gany_Event1_Page1	Ganymede	Did you-?
Bedroom Gany_Event1_Page1	Daphne	I had to.
Bedroom Gany_Event1_Page1	Daphne	You were drenched from top to bottom, after all.
Bedroom Gany_Event1_Page1	Ganymede	Well, guess I can't hide anything from you, anymore.
Bedroom Gany_Event1_Page1	Daphne	You should have never tried to, in the first place.
Bedroom Gany_Event1_Page1	Daphne	Anyways...
Bedroom Gany_Event1_Page1	Daphne	I'll wait for you outside.
Bedroom Gany_Event1_Page1	Ganymede	...
Bedroom Gany_Event2_Page1	Ganymede	Let's see...
Bedroom Gany_Event2_Page3	Atlas	Looks like they left their clothes here.
Bedroom Gany_Event6_Page1	Daphne	Damn it.
Bedroom Gany_Event6_Page1	Daphne	There's got to be something.
Bedroom Gany_Event6_Page2	Atlas	Daph?
Bedroom Gany_Event6_Page2	Daphne	Atlas?
Bedroom Gany_Event6_Page2	Atlas	Sorry I'm late.
Bedroom Gany_Event6_Page2	Daphne	Yeah, about that...
Bedroom Gany_Event6_Page2	Daphne	Care to tell me where the fuck you've been?
Bedroom Gany_Event6_Page2	Atlas	It's a long story.
Bedroom Gany_Event6_Page2	Atlas	And we don't have a lot of time.
Bedroom Gany_Event6_Page2	Daphne	Right.
Bedroom Gany_Event6_Page2	Daphne	So...
Bedroom Gany_Event6_Page2	Daphne	What did he say?
Bedroom Gany_Event6_Page2	Atlas	It's true.
Bedroom Gany_Event6_Page2	Atlas	Orpheus is here.
Bedroom Gany_Event6_Page2	Daphne	The thing with Solka...
Bedroom Gany_Event6_Page2	Daphne	Was that him?
Bedroom Gany_Event6_Page2	Atlas	According to Sternlein, yeah.
Bedroom Gany_Event6_Page2	Atlas	They pressured him into suicide.
Bedroom Gany_Event6_Page2	Daphne	Damn.
Bedroom Gany_Event6_Page2	Atlas	How's the situation at the OA?
Bedroom Gany_Event6_Page2	Daphne	I wish I could tell you.
Bedroom Gany_Event6_Page2	Daphne	But I spent the entire night working Gany.
Bedroom Gany_Event6_Page2	Atlas	I see.
Bedroom Gany_Event6_Page2	Atlas	What did he tell you?
Bedroom Gany_Event6_Page2	Daphne	Not much.
Bedroom Gany_Event6_Page2	Daphne	A few things about Fero.
Bedroom Gany_Event6_Page2	Daphne	The usual tripe about how you're trying to backstab us.
Bedroom Gany_Event6_Page2	Atlas	Hm.
Bedroom Gany_Event6_Page2	Daphne	Oh, and one more thing.
Bedroom Gany_Event6_Page2	Atlas	Yeah?
Bedroom Gany_Event6_Page2	Daphne	He met Orpheus, a few months ago, apparently.
Bedroom Gany_Event6_Page2	Daphne	"Random chance".
Bedroom Gany_Event6_Page2	Atlas	That explains a lot.
Bedroom Gany_Event6_Page2	Daphne	Yeah.
Bedroom Gany_Event6_Page2	Daphne	It's got to be him.
Bedroom Gany_Event6_Page2	Atlas	You know...
Bedroom Gany_Event6_Page2	Atlas	It's been a while since the two of us did something together.
Bedroom Gany_Event6_Page2	Daphne	Not like I had much of a choice.
Bedroom Gany_Event6_Page2	Atlas	Yeah.
Bedroom Gany_Event6_Page2	Atlas	And I'm sorry about that.
Bedroom Gany_Event6_Page2	Atlas	But if you're up for it...
Bedroom Gany_Event6_Page2	Atlas	We'll pay De Bloom a visit.
Bedroom Gany_Event6_Page2	Daphne	Huh? Why?
Bedroom Gany_Event6_Page2	Atlas	I've got a few questions for him.
Bedroom Gany_Event6_Page2	Atlas	About that Tillian guy he sent with us.
Bedroom Gany_Event6_Page2	Atlas	And after we're done with him...
Bedroom Gany_Event6_Page2	Atlas	We'll go and see Ganymede.
Bedroom Gany_Event6_Page2	Daphne	To be honest...
Bedroom Gany_Event6_Page2	Daphne	I was a bit worried that you've grown soft.
Bedroom Gany_Event6_Page2	Daphne	But now that you've got me all worked up...
Bedroom Gany_Event6_Page2	Daphne	You better take responsibility.
